Shoreline Segment ID,Observation Date,Significant Wave Height (m),Peak Wave Period (s),Mean Spring Tidal Range (m),Monthly Peak Storm Surge (m),Beach Width (m),Beach Face Slope (-),Median Grain Size D50 (mm),Dune Crest Elevation (m),Nearshore Bathymetric Slope (-),Monthly Sediment Budget Balance (m3/m/month),Vegetation Cover (%),Previous Month Shoreline Position Change (m),Relative Sea-Level Rise (mm/yr),Monthly Coastal Erosion Condition Class
RCB-32,2022-11-01,1.643,9.097,1.496,0.771,29.26,0.0607,0.888,5.743,0.0269,0.849,27.4,-0.088,NaN,Mild Erosion Pressure
RCB-32,2022-12-01,1.874,NaN,1.496,NaN,29.386,0.0621,0.888,5.845,0.0269,NaN,28.8,-0.199,3.21,Mild Erosion Pressure
RCB-32,2023-01-01,NaN,10.012,1.496,0.732,28.929,0.0629,0.888,5.857,0.0269,0.081,29.4,NaN,3.21,Mild Erosion Pressure
RCB-32,2023-02-01,2.084,9.623,1.496,0.796,29.374,0.0673,0.888,5.854,0.0269,1.589,28.4,-0.68,3.21,Mild Erosion Pressure
RCB-32,2023-03-01,1.94,9.821,1.496,0.72,29.655,0.0602,0.888,5.925,0.0269,0.63,28.1,-0.288,3.21,Mild Erosion Pressure
RCB-32,2023-04-01,1.581,10.003,1.496,0.767,29.385,0.061,0.888,5.941,0.0269,NaN,26.5,-0.391,3.21,Mild Erosion Pressure
RCB-32,2023-05-01,1.586,9.362,NaN,0.805,NaN,0.0646,NaN,5.952,0.0269,0.21,24.9,-0.664,3.21,Mild Erosion Pressure
RCB-32,2023-06-01,1.33,8.291,1.496,0.676,27.782,0.0585,0.888,5.937,0.0269,1.978,24.6,-0.522,3.21,Stable Seasonal State
RCB-32,2023-07-01,0.949,8.209,1.496,0.623,26.92,0.0576,0.888,6.025,0.0269,0.999,24.6,0.103,NaN,Stable Seasonal State
RCB-32,2023-08-01,1.076,8.799,1.496,0.656,29.465,0.0609,0.888,6.004,0.0269,2.032,25.8,0.261,3.21,Stable Seasonal State
RCB-32,2023-09-01,1.06,9.23,1.496,0.609,31.154,0.0618,0.888,6.092,0.0269,2.25,27.3,-0.127,3.21,Stable Seasonal State
RCB-32,2023-10-01,1.424,9.746,1.496,0.636,32.621,0.061,0.888,6.138,NaN,NaN,29.2,0.234,3.21,Stable Seasonal State
RCB-32,2023-11-01,1.927,9.436,1.496,1.003,32.393,0.0561,0.888,6.155,0.0269,-0.461,28.0,-0.092,3.21,Mild Erosion Pressure
RCB-32,2023-12-01,2.065,9.76,1.496,0.837,31.001,0.057,0.888,6.167,0.0269,0.15,27.8,-0.49,3.21,Mild Erosion Pressure
RCB-32,2024-01-01,1.716,10.267,1.496,0.875,30.041,0.0631,0.888,6.244,0.0269,1.075,26.9,-0.668,NaN,Mild Erosion Pressure
RCB-32,2024-02-01,1.772,10.063,1.496,0.707,31.074,0.0614,0.888,NaN,0.0269,0.619,24.1,-0.445,3.21,Mild Erosion Pressure
RCB-32,2024-03-01,1.907,10.339,1.496,0.8,31.187,0.0621,0.888,6.359,0.0269,0.682,24.6,-0.352,3.21,Mild Erosion Pressure
RCB-32,2024-04-01,1.352,9.221,1.496,0.717,32.556,0.0592,0.888,6.357,NaN,0.664,25.9,-0.377,3.21,Mild Erosion Pressure
RCB-32,2024-05-01,1.506,8.814,1.496,0.683,33.066,0.0605,0.888,6.424,0.0269,0.416,26.1,-0.372,3.21,Stable Seasonal State
RCB-32,2024-06-01,1.231,8.548,1.496,0.63,32.825,0.0578,0.888,6.448,0.0269,1.365,28.1,-0.12,3.21,Stable Seasonal State
RCB-32,2024-07-01,1.421,8.855,1.496,0.706,32.903,0.0588,0.888,6.527,0.0269,1.616,30.1,0.279,3.21,Recovery / Accreting
RCB-32,2024-08-01,1.411,8.983,1.496,0.745,33.651,0.0584,0.888,6.515,0.0269,1.651,31.7,0.283,3.21,Stable Seasonal State
RCB-32,2024-09-01,1.542,8.814,1.496,0.666,35.894,0.058,0.888,6.543,NaN,NaN,32.2,0.199,NaN,Mild Erosion Pressure
RCB-32,2024-10-01,1.902,10.269,1.496,0.735,36.422,0.0585,0.888,6.519,0.0269,0.12,33.8,-0.183,3.21,Stable Seasonal State
RCB-32,2024-11-01,2.27,9.507,1.496,0.898,35.916,0.0612,0.888,NaN,NaN,0.139,35.0,-0.085,NaN,Mild Erosion Pressure
RCB-32,2024-12-01,2.011,9.802,1.496,0.813,35.203,0.0613,NaN,6.547,0.0269,0.383,32.8,-0.548,3.21,Mild Erosion Pressure
RCB-35,2022-01-01,1.706,8.388,1.165,0.989,45.674,0.0664,1.037,6.002,0.0477,0.646,15.7,-0.099,2.34,Mild Erosion Pressure
RCB-35,2022-02-01,1.922,8.108,1.165,1.126,44.981,0.0698,1.037,6.008,0.0477,NaN,14.0,-0.295,2.34,Mild Erosion Pressure
RCB-35,2022-03-01,1.614,7.536,1.165,NaN,44.716,0.0642,1.037,5.924,0.0477,-1.078,17.1,-0.327,2.34,Mild Erosion Pressure
RCB-35,2022-04-01,1.371,7.146,1.165,0.776,43.39,0.0667,1.037,5.882,0.0477,-0.368,17.0,-0.286,2.34,Mild Erosion Pressure
RCB-35,2022-05-01,1.167,NaN,1.165,NaN,42.093,0.0654,1.037,5.888,0.0477,0.787,18.8,-0.287,NaN,Stable Seasonal State
RCB-35,2022-06-01,1.29,6.776,1.165,0.727,NaN,0.0671,1.037,5.973,0.0477,0.612,20.8,0.254,2.34,Stable Seasonal State
RCB-35,2022-07-01,1.11,7.061,1.165,0.572,44.063,0.0634,1.037,6.012,0.0477,0.319,21.9,0.173,2.34,Stable Seasonal State
RCB-35,2022-08-01,1.161,7.103,1.165,0.77,44.62,0.0646,1.037,6.046,0.0477,0.852,22.7,0.134,2.34,Recovery / Accreting
RCB-35,2022-09-01,1.683,8.664,1.165,0.984,44.685,0.0675,1.037,6.104,0.0477,-0.511,21.1,0.304,2.34,Mild Erosion Pressure
RCB-35,2022-10-01,1.69,7.648,1.165,0.789,43.616,0.0661,1.037,6.102,0.0477,-0.182,23.7,-0.274,2.34,Mild Erosion Pressure
RCB-35,2022-11-01,NaN,8.382,NaN,0.861,42.655,0.0656,1.037,6.154,0.0477,0.464,23.8,-0.411,2.34,Stable Seasonal State
RCB-35,2022-12-01,1.521,7.722,1.165,0.887,42.48,0.0632,1.037,6.163,0.0477,-0.333,25.2,-0.047,2.34,Stable Seasonal State
RCB-35,2023-01-01,1.674,7.298,1.165,0.916,41.987,NaN,1.037,6.21,0.0477,-0.099,23.4,0.002,2.34,Mild Erosion Pressure
RCB-35,2023-02-01,1.378,7.612,1.165,0.837,43.373,0.0677,1.037,6.182,0.0477,NaN,21.9,-0.33,2.34,Stable Seasonal State
RCB-35,2023-03-01,1.461,8.155,1.165,0.723,43.152,0.0667,1.037,6.16,0.0477,-0.301,21.2,-0.113,2.34,Mild Erosion Pressure
RCB-35,2023-04-01,1.431,7.973,1.165,0.782,41.974,0.0663,1.037,6.155,0.0477,0.593,21.3,NaN,2.34,Stable Seasonal State
RCB-35,2023-05-01,1.551,7.604,1.165,0.685,43.399,0.0686,1.037,6.243,0.0477,1.022,22.8,0.096,2.34,Stable Seasonal State
RCB-35,2023-06-01,1.412,NaN,1.165,0.706,43.551,0.0687,1.037,6.288,0.0477,1.277,21.7,-0.021,2.34,Stable Seasonal State
RCB-35,2023-07-01,1.326,6.602,1.165,0.646,46.211,0.0631,1.037,6.328,NaN,0.416,21.9,0.272,2.34,Stable Seasonal State
RCB-35,2023-08-01,1.526,7.727,1.165,0.766,47.58,0.0653,1.037,6.359,0.0477,0.492,23.6,0.174,2.34,Stable Seasonal State
RCB-35,2023-09-01,1.739,8.114,1.165,NaN,48.521,0.0651,1.037,NaN,0.0477,-0.09,24.2,0.319,2.34,Mild Erosion Pressure
RCB-35,2023-10-01,NaN,7.804,1.165,0.863,49.639,0.0633,1.037,6.415,0.0477,-0.541,25.7,-0.189,2.34,Mild Erosion Pressure
RCB-35,2023-11-01,2.204,9.027,1.165,1.12,49.488,0.0651,NaN,6.435,0.0477,-1.257,26.9,-0.029,2.34,Mild Erosion Pressure
RCB-35,2023-12-01,2.546,9.134,1.165,1.352,48.096,0.0646,1.037,6.453,0.0477,-1.71,26.4,-0.256,2.34,Mild Erosion Pressure
RCB-35,2024-01-01,2.133,8.539,1.165,1.045,46.318,0.0671,1.037,6.517,0.0477,-0.221,23.8,-0.614,2.34,Mild Erosion Pressure
RCB-35,2024-02-01,2.328,8.273,1.165,1.127,46.324,0.0664,1.037,6.537,0.0477,-1.263,25.5,-0.38,2.34,Mild Erosion Pressure
RCB-35,2024-03-01,NaN,7.889,1.165,NaN,45.905,0.0694,1.037,6.512,0.0477,-1.098,25.2,-0.376,2.34,Mild Erosion Pressure
RCB-35,2024-04-01,NaN,6.953,1.165,NaN,45.607,0.0653,1.037,6.499,0.0477,0.183,24.1,0.003,2.34,Mild Erosion Pressure
RCB-35,2024-05-01,1.397,7.347,1.165,0.67,44.668,0.0643,NaN,6.55,0.0477,0.094,24.1,-0.168,2.34,Stable Seasonal State
RCB-35,2024-06-01,1.242,7.536,1.165,0.64,45.491,0.0674,1.037,6.56,0.0477,0.778,25.0,0.254,2.34,Recovery / Accreting
RCB-35,2024-07-01,1.399,7.352,1.165,0.761,47.863,0.0619,1.037,6.56,0.0477,1.407,27.4,0.421,2.34,Recovery / Accreting
RCB-35,2024-08-01,1.227,7.204,1.165,0.711,47.629,0.0634,1.037,6.623,0.0477,0.016,28.7,0.332,2.34,Stable Seasonal State
RCB-35,2024-09-01,1.371,7.632,1.165,0.737,47.491,0.0662,1.037,6.549,0.0477,0.347,30.8,0.46,2.34,Stable Seasonal State
RCB-35,2024-10-01,1.486,8.407,1.165,0.844,48.788,0.0677,1.037,6.557,0.0477,-0.285,33.0,0.036,NaN,Stable Seasonal State
RCB-35,2024-11-01,1.581,7.389,1.165,0.835,49.036,0.068,1.037,6.492,0.0477,1.093,33.4,0.301,NaN,Stable Seasonal State
RCB-35,2024-12-01,1.517,7.641,1.165,0.803,47.776,0.0623,1.037,6.531,0.0477,0.17,32.6,-0.125,2.34,Stable Seasonal State
RCB-37,2022-01-01,2.105,7.58,1.607,0.651,26.154,0.0567,0.788,7.3,NaN,-0.495,44.1,0.197,2.51,Mild Erosion Pressure
RCB-37,2022-02-01,1.876,8.078,1.607,0.726,26.134,0.0628,0.788,7.342,0.0404,0.508,44.4,-0.553,2.51,Mild Erosion Pressure
RCB-37,2022-03-01,1.895,7.641,1.607,0.579,25.483,0.0608,0.788,7.405,0.0404,NaN,44.5,-0.525,NaN,Stable Seasonal State
RCB-37,2022-04-01,1.737,6.843,1.607,0.567,26.718,0.0589,0.788,7.35,0.0404,0.5,43.8,-0.069,2.51,Mild Erosion Pressure
RCB-37,2022-05-01,1.525,7.496,1.607,0.53,26.058,0.0581,0.788,7.438,0.0404,-0.015,43.5,-0.231,NaN,Stable Seasonal State
RCB-37,2022-06-01,1.344,6.844,1.607,0.528,26.177,0.0574,0.788,7.49,0.0404,NaN,43.9,-0.054,2.51,Recovery / Accreting
RCB-37,2022-07-01,1.307,6.983,1.607,NaN,26.534,0.0574,0.788,7.561,0.0404,1.656,46.1,0.533,2.51,Recovery / Accreting
RCB-37,2022-08-01,1.711,7.511,1.607,0.665,NaN,0.0603,0.788,7.618,0.0404,0.632,47.4,0.514,2.51,Stable Seasonal State
RCB-37,2022-09-01,2.024,NaN,NaN,0.763,26.329,0.0555,0.788,7.637,0.0404,1.146,48.9,0.031,NaN,Mild Erosion Pressure
RCB-37,2022-10-01,1.61,6.961,NaN,0.552,27.354,0.0572,0.788,7.601,0.0404,0.538,50.1,-0.189,2.51,Stable Seasonal State
RCB-37,2022-11-01,1.716,7.173,NaN,NaN,NaN,0.0578,0.788,7.58,0.0404,0.341,48.4,-0.092,2.51,Stable Seasonal State
RCB-37,2022-12-01,1.984,7.658,1.607,0.627,28.19,NaN,0.788,7.524,0.0404,0.739,49.8,-0.022,2.51,Mild Erosion Pressure
RCB-37,2023-01-01,2.174,7.846,1.607,0.765,27.815,0.0594,0.788,7.526,0.0404,-0.44,51.4,-0.345,2.51,Active Erosion
RCB-37,2023-02-01,2.251,8.104,1.607,0.632,26.926,0.0623,0.788,7.515,0.0404,0.48,52.5,-0.787,NaN,Mild Erosion Pressure
RCB-37,2023-03-01,1.656,7.439,1.607,0.539,27.202,0.0536,0.788,7.488,0.0404,1.906,54.8,-0.21,2.51,Stable Seasonal State
RCB-37,2023-04-01,NaN,6.97,1.607,0.608,27.854,0.063,0.788,7.518,0.0404,0.677,55.9,NaN,NaN,Mild Erosion Pressure
RCB-37,2023-05-01,1.356,6.744,NaN,NaN,27.24,0.0601,0.788,7.515,NaN,0.956,57.9,NaN,2.51,Recovery / Accreting
RCB-37,2023-06-01,1.504,7.244,1.607,0.5,28.608,0.0592,NaN,7.523,0.0404,1.234,58.8,0.33,2.51,Recovery / Accreting
RCB-37,2023-07-01,1.432,6.877,NaN,0.499,29.531,0.0583,0.788,7.541,0.0404,2.245,60.7,0.503,2.51,Recovery / Accreting
RCB-37,2023-08-01,2.188,8.45,1.607,0.898,32.455,0.0564,0.788,7.608,0.0404,0.113,62.5,0.649,2.51,Mild Erosion Pressure
RCB-37,2023-09-01,1.836,7.375,1.607,0.557,33.333,0.0563,0.788,7.581,0.0404,NaN,63.7,-0.164,2.51,Stable Seasonal State
RCB-37,2023-10-01,1.681,7.351,1.607,0.483,33.884,0.0603,0.788,7.641,0.0404,0.855,63.4,-0.003,2.51,Recovery / Accreting
RCB-37,2023-11-01,2.193,7.116,1.607,0.655,33.855,0.0604,0.788,NaN,0.0404,0.403,64.2,0.291,2.51,Stable Seasonal State
RCB-37,2023-12-01,1.923,7.871,1.607,NaN,33.916,0.0546,NaN,7.678,NaN,-0.056,64.0,0.099,2.51,Mild Erosion Pressure
RCB-37,2024-01-01,1.797,7.718,1.607,0.633,NaN,0.0614,0.788,7.645,NaN,0.635,65.7,-0.187,2.51,Stable Seasonal State
RCB-37,2024-02-01,2.36,8.047,1.607,0.718,33.847,0.0535,0.788,7.647,0.0404,-0.248,66.3,0.145,2.51,Mild Erosion Pressure
RCB-37,2024-03-01,1.778,NaN,1.607,0.535,33.005,0.0561,0.788,7.7,0.0404,NaN,66.7,-0.375,2.51,Stable Seasonal State
RCB-37,2024-04-01,2.232,7.025,1.607,0.728,NaN,0.0604,0.788,7.76,0.0404,NaN,NaN,-0.012,NaN,Mild Erosion Pressure
RCB-37,2024-05-01,2.17,8.167,1.607,NaN,31.823,0.0605,0.788,7.751,0.0404,0.007,69.7,-0.319,2.51,Stable Seasonal State
RCB-37,2024-06-01,NaN,NaN,1.607,0.643,32.615,NaN,0.788,7.749,0.0404,0.296,68.8,-0.116,2.51,Stable Seasonal State
RCB-37,2024-07-01,1.364,6.575,1.607,0.511,31.815,0.0569,0.788,NaN,0.0404,NaN,68.7,-0.143,2.51,Recovery / Accreting
RCB-37,2024-08-01,2.074,7.996,1.607,0.909,33.714,0.0573,0.788,7.769,0.0404,-0.891,70.2,0.676,2.51,Mild Erosion Pressure
RCB-37,2024-09-01,NaN,7.089,1.607,0.508,32.262,0.0599,0.788,7.795,0.0404,0.143,71.8,0.07,2.51,Stable Seasonal State
RCB-37,2024-10-01,NaN,7.206,1.607,0.474,32.036,0.0575,0.788,7.819,0.0404,0.322,73.8,0.076,2.51,Mild Erosion Pressure
RCB-37,2024-11-01,1.571,7.071,1.607,0.58,32.025,0.0558,0.788,7.785,0.0404,0.539,74.2,-0.193,2.51,Stable Seasonal State
RCB-37,2024-12-01,2.129,7.754,1.607,0.726,32.162,0.0568,0.788,7.857,0.0404,0.38,72.2,0.17,2.51,Mild Erosion Pressure
SSC-02,2022-01-01,0.703,6.373,NaN,0.288,85.774,0.0229,0.202,4.253,0.0069,0.128,60.7,0.16,1.35,Stable Seasonal State
SSC-02,2022-02-01,0.747,NaN,1.07,0.163,86.754,0.0242,0.202,4.267,0.0069,0.26,61.1,0.274,1.35,Stable Seasonal State
SSC-02,2022-03-01,0.959,6.675,1.07,0.409,88.325,0.0264,0.202,4.281,0.0069,-0.642,60.5,0.331,1.35,Mild Erosion Pressure
SSC-02,2022-04-01,0.724,6.108,1.07,0.154,88.915,0.0257,0.202,4.258,0.0069,0.26,59.5,0.39,1.35,Stable Seasonal State
SSC-02,2022-05-01,0.617,6.364,1.07,0.284,88.539,0.0245,0.202,NaN,0.0069,0.694,59.8,0.397,1.35,Recovery / Accreting
SSC-02,2022-06-01,0.58,6.016,1.07,0.175,89.934,0.0225,0.202,4.299,0.0069,NaN,61.0,0.75,1.35,Stable Seasonal State
SSC-02,2022-07-01,0.628,6.018,1.07,0.196,91.871,NaN,NaN,4.398,0.0069,1.358,61.2,0.441,NaN,Recovery / Accreting
SSC-02,2022-08-01,0.627,6.442,1.07,0.152,92.128,0.0249,0.202,4.459,0.0069,1.708,61.9,NaN,1.35,Recovery / Accreting
SSC-02,2022-09-01,NaN,6.519,1.07,NaN,95.094,0.0221,0.202,4.547,0.0069,0.183,64.0,0.993,1.35,Stable Seasonal State
SSC-02,2022-10-01,0.678,6.584,1.07,0.28,96.333,0.0244,0.202,4.597,0.0069,0.361,64.0,0.314,1.35,Stable Seasonal State
SSC-02,2022-11-01,0.724,6.646,1.07,0.258,97.605,0.0277,0.202,4.608,0.0069,0.428,63.1,0.491,1.35,Stable Seasonal State
SSC-02,2022-12-01,0.927,6.888,1.07,NaN,97.626,0.0242,0.202,4.601,0.0069,0.497,64.8,0.051,1.35,Stable Seasonal State
SSC-02,2023-01-01,1.358,7.912,1.07,0.652,97.308,0.0246,0.202,4.599,0.0069,-0.454,64.8,NaN,NaN,Mild Erosion Pressure
SSC-02,2023-02-01,0.716,6.561,1.07,0.32,97.363,0.0235,0.202,4.599,0.0069,NaN,NaN,NaN,1.35,Stable Seasonal State
SSC-02,2023-03-01,0.874,6.502,NaN,0.227,99.577,0.0239,0.202,4.653,0.0069,-0.108,66.1,0.192,1.35,Stable Seasonal State
SSC-02,2023-04-01,0.826,6.491,1.07,0.21,100.5,0.0212,0.202,4.614,0.0069,0.763,67.1,0.38,1.35,Recovery / Accreting
SSC-02,2023-05-01,1.622,7.515,1.07,0.782,102.954,0.0268,0.202,4.667,0.0069,-2.054,66.9,0.601,1.35,Mild Erosion Pressure
SSC-02,2023-06-01,0.817,7.321,1.07,0.402,102.571,NaN,0.202,4.647,0.0069,0.534,66.8,0.043,NaN,Stable Seasonal State
SSC-02,2023-07-01,0.557,6.658,1.07,0.297,101.575,0.0238,0.202,4.622,0.0069,1.429,65.5,0.586,1.35,Recovery / Accreting
SSC-02,2023-08-01,0.713,5.997,1.07,0.138,104.0,0.0215,0.202,4.687,0.0069,1.151,65.8,0.941,1.35,Recovery / Accreting
SSC-02,2023-09-01,1.595,7.233,1.07,0.678,105.645,0.0257,0.202,4.738,NaN,-1.319,67.3,0.763,1.35,Mild Erosion Pressure
SSC-02,2023-10-01,0.873,6.527,NaN,0.375,NaN,0.023,0.202,4.767,0.0069,-0.086,69.5,-0.165,1.35,Stable Seasonal State
SSC-02,2023-11-01,0.701,6.707,1.07,0.326,105.762,0.0219,0.202,4.77,0.0069,0.548,70.5,0.677,1.35,Stable Seasonal State
SSC-02,2023-12-01,0.68,6.596,1.07,0.318,NaN,0.0267,0.202,4.775,0.0069,NaN,70.9,0.616,1.35,Stable Seasonal State
SSC-02,2024-01-01,NaN,6.801,1.07,0.329,107.695,0.0275,0.202,4.806,0.0069,0.398,71.0,0.707,1.35,Stable Seasonal State
SSC-02,2024-02-01,0.569,6.318,1.07,0.267,106.891,0.0216,0.202,4.825,0.0069,-0.617,72.0,0.475,1.35,Mild Erosion Pressure
SSC-02,2024-03-01,0.3,6.439,1.07,0.243,107.488,0.0211,0.202,4.751,NaN,0.022,70.8,0.568,NaN,Stable Seasonal State
SSC-02,2024-04-01,NaN,6.099,1.07,0.202,109.972,0.0222,0.202,4.746,0.0069,-0.248,71.3,0.63,1.35,Stable Seasonal State
SSC-02,2024-05-01,0.364,5.812,1.07,0.181,110.989,0.025,0.202,4.698,0.0069,1.113,71.3,0.517,1.35,Recovery / Accreting
SSC-02,2024-06-01,0.637,6.233,1.07,0.13,113.724,0.022,0.202,4.813,0.0069,2.269,71.6,1.136,1.35,Recovery / Accreting
SSC-02,2024-07-01,0.443,6.193,1.07,NaN,116.848,NaN,0.202,4.877,0.0069,1.141,72.3,0.999,1.35,Recovery / Accreting
SSC-02,2024-08-01,0.729,6.03,1.07,NaN,118.333,0.0235,0.202,4.9,0.0069,1.735,74.4,0.806,1.35,Recovery / Accreting
SSC-02,2024-09-01,0.661,6.465,1.07,0.205,119.463,0.0238,0.202,4.977,0.0069,0.946,75.6,1.084,1.35,Recovery / Accreting
SSC-02,2024-10-01,0.719,6.985,1.07,0.236,119.078,0.0205,0.202,4.996,0.0069,0.098,75.8,0.986,1.35,Stable Seasonal State
SSC-02,2024-11-01,0.818,6.677,1.07,0.189,119.354,0.0238,0.202,5.013,0.0069,1.039,73.5,0.422,1.35,Recovery / Accreting
SSC-02,2024-12-01,0.851,6.863,1.07,0.282,120.214,0.0236,0.202,5.027,0.0069,1.523,74.4,0.556,1.35,Recovery / Accreting
SSC-05,2022-01-01,0.59,6.211,0.808,0.339,67.557,0.0273,0.251,2.426,0.0085,0.541,47.1,0.415,1.75,Stable Seasonal State
SSC-05,2022-02-01,NaN,6.126,NaN,0.264,67.701,0.0318,0.251,2.416,0.0085,0.743,46.8,0.016,1.75,Stable Seasonal State
SSC-05,2022-03-01,0.633,5.706,0.808,NaN,67.872,0.032,0.251,2.473,0.0085,1.163,45.5,-0.028,1.75,Recovery / Accreting
SSC-05,2022-04-01,0.524,NaN,NaN,0.212,69.2,0.0314,0.251,2.436,NaN,0.985,44.6,0.3,1.75,Stable Seasonal State
SSC-05,2022-05-01,0.544,5.133,NaN,0.258,69.78,0.0274,0.251,2.433,0.0085,1.03,45.4,NaN,1.75,Stable Seasonal State
SSC-05,2022-06-01,0.554,6.282,0.808,0.204,70.067,0.0344,0.251,2.497,0.0085,1.001,45.9,-0.053,1.75,Recovery / Accreting
SSC-05,2022-07-01,0.797,5.672,0.808,0.151,72.146,0.0286,0.251,2.515,0.0085,1.687,47.9,0.479,1.75,Recovery / Accreting
SSC-05,2022-08-01,0.503,6.374,0.808,0.19,72.916,0.0301,0.251,2.576,0.0085,2.163,48.3,0.33,1.75,Recovery / Accreting
SSC-05,2022-09-01,0.768,5.911,0.808,0.242,75.472,0.0302,0.251,2.652,0.0085,2.256,48.9,0.876,1.75,Recovery / Accreting
SSC-05,2022-10-01,0.645,5.846,0.808,0.17,77.55,NaN,0.251,2.653,0.0085,1.366,51.4,0.546,1.75,Recovery / Accreting
SSC-05,2022-11-01,NaN,NaN,0.808,0.598,80.758,0.0306,0.251,2.719,0.0085,-0.948,53.0,0.323,1.75,Mild Erosion Pressure
SSC-05,2022-12-01,0.797,6.406,0.808,0.352,80.983,0.025,0.251,2.739,0.0085,0.692,53.8,-0.127,1.75,Recovery / Accreting
SSC-05,2023-01-01,0.908,7.205,0.808,0.279,83.215,0.031,0.251,2.73,0.0085,0.412,53.3,0.458,1.75,Stable Seasonal State
SSC-05,2023-02-01,0.3,6.807,0.808,0.228,83.715,0.0274,0.251,2.739,0.0085,0.95,55.3,NaN,1.75,Recovery / Accreting
SSC-05,2023-03-01,0.339,6.753,0.808,0.199,83.421,0.031,0.251,2.752,0.0085,0.092,56.1,0.375,1.75,Stable Seasonal State
SSC-05,2023-04-01,0.461,NaN,0.808,0.142,84.424,0.0299,0.251,2.728,0.0085,NaN,54.7,0.452,1.75,Recovery / Accreting
SSC-05,2023-05-01,0.3,5.953,0.808,0.215,84.998,0.0269,0.251,2.72,0.0085,0.326,55.0,0.488,1.75,Stable Seasonal State
SSC-05,2023-06-01,0.3,5.308,0.808,0.213,86.425,0.028,0.251,2.707,0.0085,1.294,54.5,0.142,1.75,Recovery / Accreting
SSC-05,2023-07-01,0.3,6.206,0.808,0.126,89.557,0.0263,0.251,NaN,0.0085,1.628,55.1,0.621,1.75,Recovery / Accreting
SSC-05,2023-08-01,0.442,5.492,0.808,0.184,91.215,0.0297,0.251,2.807,0.0085,2.937,55.9,0.542,1.75,Recovery / Accreting
SSC-05,2023-09-01,0.819,6.641,0.808,0.378,94.099,NaN,0.251,2.92,0.0085,-0.36,56.2,0.775,1.75,Stable Seasonal State
SSC-05,2023-10-01,0.453,6.103,0.808,0.236,93.049,0.0308,0.251,2.916,NaN,0.953,55.6,0.041,1.75,Recovery / Accreting
SSC-05,2023-11-01,NaN,6.403,NaN,0.138,94.329,0.0296,0.251,2.962,0.0085,1.68,NaN,0.427,1.75,Recovery / Accreting
SSC-05,2023-12-01,0.608,6.962,NaN,0.269,95.536,0.0279,0.251,3.009,0.0085,0.586,54.7,0.405,1.75,Stable Seasonal State
SSC-05,2024-01-01,0.474,7.022,0.808,0.248,97.446,0.0289,0.251,3.093,0.0085,1.437,54.5,0.521,1.75,Recovery / Accreting
SSC-05,2024-02-01,0.518,6.404,NaN,0.253,99.653,NaN,NaN,3.182,0.0085,1.376,54.9,0.605,1.75,Recovery / Accreting
SSC-05,2024-03-01,0.531,7.164,NaN,NaN,101.007,0.0271,0.251,3.266,0.0085,1.898,55.6,0.54,1.75,Recovery / Accreting
SSC-05,2024-04-01,0.608,6.475,0.808,NaN,102.488,0.0278,0.251,3.355,0.0085,1.525,55.0,0.696,1.75,Recovery / Accreting
SSC-05,2024-05-01,0.492,NaN,0.808,NaN,104.115,0.0273,0.251,3.42,0.0085,1.151,55.5,0.376,1.75,Recovery / Accreting
SSC-05,2024-06-01,0.3,6.174,0.808,NaN,106.413,0.0264,0.251,3.404,0.0085,2.109,NaN,0.935,1.75,Recovery / Accreting
SSC-05,2024-07-01,0.632,5.605,NaN,0.18,109.164,0.0274,0.251,3.469,0.0085,1.146,57.8,1.078,1.75,Recovery / Accreting
SSC-05,2024-08-01,0.545,5.636,0.808,NaN,NaN,0.0249,0.251,3.548,0.0085,2.642,59.0,0.803,1.75,Recovery / Accreting
SSC-05,2024-09-01,0.521,6.499,0.808,0.18,NaN,0.0273,0.251,3.637,0.0085,1.447,60.5,0.745,1.75,Recovery / Accreting
SSC-05,2024-10-01,0.563,5.492,NaN,0.114,116.345,0.0286,0.251,3.632,0.0085,2.043,60.3,1.162,1.75,Recovery / Accreting
SSC-05,2024-11-01,0.644,5.882,0.808,0.223,119.186,0.023,0.251,3.666,0.0085,NaN,59.4,0.739,NaN,Recovery / Accreting
SSC-05,2024-12-01,0.753,6.273,0.808,0.323,119.688,0.0249,0.251,3.69,0.0085,NaN,60.6,0.48,NaN,Recovery / Accreting
SSC-08,2022-01-01,0.972,7.214,0.939,0.379,72.5,0.0332,NaN,NaN,0.0088,0.519,65.2,0.08,NaN,Stable Seasonal State
SSC-08,2022-02-01,0.631,7.39,0.939,0.261,74.656,0.0333,0.293,NaN,0.0088,0.069,65.5,0.503,1.21,Stable Seasonal State
SSC-08,2022-03-01,0.686,6.394,0.939,0.367,76.253,0.0326,0.293,2.097,0.0088,0.952,63.2,-0.049,1.21,Stable Seasonal State
SSC-08,2022-04-01,0.462,7.039,0.939,0.306,74.972,0.0351,0.293,2.119,0.0088,1.138,64.6,0.06,1.21,Recovery / Accreting
SSC-08,2022-05-01,0.358,6.409,0.939,0.278,76.493,0.0335,0.293,2.156,0.0088,0.951,64.3,0.569,NaN,Recovery / Accreting
SSC-08,2022-06-01,0.503,5.907,0.939,0.304,77.638,0.0333,0.293,2.202,0.0088,1.271,64.3,0.623,1.21,Recovery / Accreting
