Observation Date,Daily Rainfall (mm),Antecedent 3-Day Rainfall (mm),Antecedent 7-Day Rainfall (mm),Groundwater Depth Below Ground Surface (m),Piezometric Head Above Slip Surface (m),Volumetric Water Content (%),Matric Suction (kPa),Pore Pressure Ratio ru (-),Surface Displacement Rate (mm/day),7-Day Cumulative Surface Displacement (mm),Inclinometer Shear Zone Movement Rate (mm/day),Extensometer Extension Rate (mm/day),Slope Stability Alert Level
2025-10-18,NaN,15.08,37.64,7.94,0.0,20.03,43.25,0.083,0.01,0.07,0.0,0.093,Elevated
2025-10-19,0.83,15.91,38.48,6.69,0.0,19.73,45.9,0.119,0.01,0.07,0.015,NaN,Elevated
2025-10-20,0.0,15.91,26.78,8.36,0.0,19.05,53.98,NaN,0.012,0.072,0.028,0.116,Elevated
2025-10-21,0.0,0.83,15.91,7.97,0.0,20.22,44.2,NaN,0.01,0.072,0.0,0.0,Normal
2025-10-22,0.0,0.0,15.91,NaN,0.0,19.09,55.69,0.048,0.01,0.072,0.0,0.028,Normal
2025-10-23,0.0,0.0,15.91,8.53,0.0,20.92,47.75,0.046,0.061,0.124,0.1,0.124,Normal
2025-10-24,2.4,2.4,18.31,6.36,NaN,17.05,51.31,0.063,0.036,0.15,0.01,0.022,Elevated
2025-10-25,0.0,NaN,3.24,7.64,0.0,18.33,47.65,0.064,NaN,0.224,0.062,0.138,Normal
2025-10-26,2.23,4.63,4.63,8.68,0.0,18.3,48.19,0.02,NaN,0.313,0.0,0.089,Normal
2025-10-27,0.0,2.23,4.63,8.86,0.0,NaN,51.59,0.096,0.06,0.36,0.0,0.113,Normal
2025-10-28,0.0,2.23,4.63,8.54,0.0,19.7,46.54,0.02,0.01,0.36,0.017,0.106,Normal
2025-10-29,0.0,0.0,4.63,7.7,0.0,21.89,NaN,0.02,0.024,0.375,0.0,0.056,Normal
2025-10-30,0.0,0.0,4.63,8.23,0.0,18.14,51.21,0.039,0.035,0.349,0.01,0.097,Normal
2025-10-31,1.03,1.03,3.26,9.13,0.0,NaN,55.94,0.058,0.086,0.398,0.088,0.198,Normal
2025-11-01,0.0,1.03,3.26,9.26,0.0,18.26,NaN,0.098,0.06,0.374,NaN,0.127,Normal
2025-11-02,0.0,1.03,1.03,8.94,0.0,16.91,53.66,0.02,0.042,0.317,0.025,0.0,Normal
2025-11-03,0.0,0.0,1.03,9.76,0.0,15.14,56.58,0.023,0.012,0.27,0.0,0.035,Normal
2025-11-04,0.0,0.0,1.03,9.22,NaN,16.92,50.72,0.02,NaN,0.279,0.062,0.033,Normal
2025-11-05,0.0,0.0,1.03,8.42,0.0,15.83,58.03,0.042,0.011,0.266,0.007,0.0,Normal
2025-11-06,0.0,0.0,1.03,8.75,0.0,20.79,49.28,0.05,0.013,0.244,0.007,0.0,Normal
2025-11-07,0.0,0.0,0.0,8.0,0.0,17.84,46.45,0.096,0.018,0.176,0.026,0.0,Normal
2025-11-08,0.0,0.0,0.0,8.91,0.0,17.48,57.37,0.044,0.01,0.126,0.0,0.0,Normal
2025-11-09,0.0,0.0,0.0,9.76,0.0,19.45,49.83,0.077,0.028,0.112,NaN,0.061,Normal
2025-11-10,0.0,0.0,0.0,9.46,0.0,16.24,54.17,0.06,0.01,0.109,0.066,0.0,Normal
2025-11-11,0.0,0.0,0.0,9.96,0.0,16.81,59.49,0.025,0.035,0.125,0.0,0.012,Normal
2025-11-12,0.0,0.0,0.0,8.76,0.0,18.15,55.05,0.02,0.01,0.124,0.0,0.0,Normal
2025-11-13,0.0,0.0,0.0,9.92,0.0,19.69,57.75,0.05,0.01,NaN,0.062,0.0,Normal
2025-11-14,0.0,0.0,0.0,8.84,0.0,18.85,60.07,0.02,0.049,0.152,0.028,0.0,Normal
2025-11-15,0.0,NaN,0.0,10.0,0.0,18.45,55.02,0.085,0.062,0.204,0.057,0.083,Normal
2025-11-16,10.06,10.06,10.06,8.53,0.0,18.55,52.56,0.052,0.095,0.271,NaN,0.081,Normal
2025-11-17,0.0,10.06,10.06,9.04,0.0,19.06,47.43,0.1,0.06,0.321,0.054,0.146,Normal
2025-11-18,0.0,10.06,10.06,9.57,0.0,18.74,57.78,0.041,0.077,0.363,0.075,0.014,Normal
2025-11-19,0.0,0.0,10.06,8.4,0.0,16.78,51.09,0.055,0.066,0.419,0.142,0.083,Normal
2025-11-20,NaN,0.0,10.06,8.68,0.0,NaN,55.03,0.053,0.048,0.457,0.0,0.082,Normal
2025-11-21,0.0,0.0,10.06,9.43,0.0,16.72,56.92,0.044,0.062,0.471,0.0,0.027,Normal
2025-11-22,0.0,0.0,NaN,8.43,0.0,18.57,53.52,0.031,0.082,0.491,0.0,0.009,Normal
2025-11-23,0.0,0.0,0.0,8.02,0.0,17.33,52.87,0.054,0.048,0.444,0.0,0.101,Normal
2025-11-24,15.48,15.48,15.48,9.73,0.0,23.12,43.92,0.035,0.047,0.431,0.144,0.128,Normal
2025-11-25,0.0,15.48,15.48,7.93,0.0,NaN,42.92,0.026,0.064,NaN,0.003,0.14,Normal
2025-11-26,NaN,19.15,19.15,8.22,NaN,16.68,52.29,0.118,0.061,0.413,0.093,0.14,Elevated
2025-11-27,4.68,8.35,23.83,8.74,0.0,NaN,50.02,0.09,0.047,0.412,0.053,0.079,Elevated
2025-11-28,0.0,8.35,23.83,7.5,0.0,19.79,48.54,0.067,0.034,0.384,0.0,0.033,Elevated
2025-11-29,0.0,4.68,23.83,NaN,0.0,21.64,36.89,0.118,0.07,0.372,NaN,0.147,Elevated
2025-11-30,0.0,0.0,NaN,8.1,0.0,18.03,46.93,0.045,0.044,0.367,0.008,0.149,Elevated
2025-12-01,0.0,0.0,NaN,7.31,0.0,15.9,52.45,0.091,0.054,0.374,0.0,0.105,Normal
2025-12-02,0.0,0.0,8.35,8.36,0.0,19.75,51.78,0.051,0.047,0.357,0.111,0.139,Normal
2025-12-03,0.0,0.0,4.68,8.87,0.0,16.17,56.54,0.02,0.021,0.317,0.0,0.0,Normal
2025-12-04,0.0,0.0,0.0,8.72,0.0,17.47,54.31,0.105,0.01,0.279,NaN,0.009,Normal
2025-12-05,0.0,0.0,0.0,7.82,0.0,17.76,56.97,0.075,0.01,0.255,0.055,0.0,Normal
2025-12-06,14.08,NaN,14.08,9.37,0.0,18.92,46.04,0.061,0.033,0.218,NaN,NaN,Normal
2025-12-07,12.41,NaN,26.49,7.76,0.0,20.83,48.27,0.113,0.043,0.218,0.063,0.0,Elevated
2025-12-08,0.0,26.49,26.49,8.71,0.0,18.51,50.93,0.074,0.095,0.259,0.056,NaN,Elevated
2025-12-09,0.0,12.41,26.49,7.58,0.0,18.72,50.8,0.1,0.069,0.282,0.0,0.137,Elevated
2025-12-10,NaN,0.0,26.49,7.15,0.0,19.11,48.98,0.02,0.025,0.285,0.11,0.0,Elevated
2025-12-11,0.0,0.0,26.49,7.95,0.0,19.38,55.53,NaN,0.01,0.285,0.053,0.0,Elevated
2025-12-12,0.0,0.0,NaN,7.61,NaN,19.31,51.75,0.09,0.01,0.285,0.087,0.0,Elevated
2025-12-13,0.0,0.0,12.41,7.52,0.0,19.36,48.35,0.039,0.01,NaN,0.053,0.0,Normal
2025-12-14,0.0,NaN,0.0,9.89,0.0,19.59,53.2,0.047,NaN,0.229,0.015,0.0,Normal
2025-12-15,0.0,0.0,0.0,8.42,0.0,18.88,NaN,0.02,0.024,0.158,0.004,0.142,Normal
2025-12-16,0.0,0.0,0.0,7.56,0.0,18.98,52.07,0.105,0.01,0.099,0.0,0.0,Normal
2025-12-17,9.68,9.68,9.68,9.33,0.0,16.34,56.07,0.099,NaN,0.084,0.0,0.045,Normal
2025-12-18,0.0,9.68,9.68,8.08,0.0,18.69,NaN,0.05,0.01,NaN,0.039,0.05,Normal
2025-12-19,0.0,9.68,9.68,8.0,0.0,NaN,42.42,0.043,0.027,0.101,0.0,0.027,Normal
2025-12-20,0.0,0.0,9.68,7.19,0.0,19.8,50.82,NaN,0.053,0.145,0.004,0.073,Normal
2025-12-21,NaN,0.0,NaN,9.64,0.0,17.53,51.59,0.115,0.069,0.204,0.066,0.05,Normal
2025-12-22,0.0,NaN,9.68,7.51,0.0,17.59,NaN,0.079,0.016,0.195,0.037,0.045,Normal
2025-12-23,0.0,0.0,9.68,8.45,0.0,17.74,56.51,0.122,0.03,0.215,0.0,0.008,Normal
2025-12-24,0.0,NaN,0.0,9.45,0.0,19.19,53.5,0.02,0.075,0.281,0.0,0.0,Normal
2025-12-25,6.85,6.85,6.85,8.81,0.0,20.23,53.62,0.024,0.062,0.333,0.0,0.065,Normal
2025-12-26,NaN,16.91,16.91,8.02,NaN,18.48,49.07,0.029,0.022,0.327,NaN,0.091,Normal
2025-12-27,0.0,16.91,16.91,6.87,0.0,20.53,49.71,0.086,0.081,0.355,0.084,0.036,Normal
2025-12-28,NaN,10.06,16.91,7.51,0.0,19.16,52.29,0.068,0.089,0.375,0.076,0.0,Normal
2025-12-29,5.77,5.77,22.69,7.96,0.0,18.97,48.4,0.055,0.065,0.424,0.093,0.074,Elevated
2025-12-30,0.0,5.77,22.69,7.25,0.0,18.96,51.63,0.089,NaN,0.415,0.0,0.018,Elevated
2025-12-31,0.0,5.77,22.69,7.96,0.0,NaN,46.02,0.104,0.033,0.373,0.0,0.025,Elevated
